n,comparisons,time_ns
5740000,21,2315
5750000,21,2448
5760000,21,2788
5770000,21,2333
5780000,21,2404
5790000,21,2282
5800000,21,2155
5810000,21,2375
5820000,21,2264
5830000,21,2598
5840000,21,2519
5850000,21,2506
5860000,21,2317
5870000,21,2221
5880000,21,2590
5890000,21,2283
5900000,21,2479
5910000,21,2364
5920000,21,2340
5930000,21,2721
5940000,21,2298
5950000,21,2407
5960000,21,2453
5970000,21,1983
5980000,21,2267
5990000,21,2503
6000000,21,2588
6010000,21,2409
6020000,21,2281
6030000,21,2276
6040000,21,2290
6050000,21,2634
6060000,21,2842
6070000,21,2361
6080000,21,2609
6090000,21,2423
6100000,21,2741
6110000,21,2306
6120000,21,2345
6130000,21,2584
6140000,21,2018
6150000,21,2333
6160000,21,2737
6170000,21,2255
6180000,21,2542
6190000,21,2480
6200000,21,2537
6210000,21,2415
6220000,21,2292
6230000,21,2439
6240000,21,2384
6250000,21,2480
6260000,21,2557
6270000,21,3063
6280000,21,2469
6290000,21,2543
6300000,21,2853
6310000,21,2550
6320000,21,2728
6330000,21,3851
6340000,21,3305
6350000,21,3036
6360000,21,3204
6370000,21,3173
6380000,21,3757
6390000,21,2741
6400000,21,2870
6410000,21,2733
6420000,21,2815
6430000,21,2845
6440000,21,2740
6450000,21,3543
6460000,21,2737
6470000,21,3341
6480000,21,2813
6490000,21,3261
6500000,21,3315
6510000,21,3281
6520000,21,2805
6530000,21,2749
6540000,21,2236
6550000,21,3036
6560000,21,2775
6570000,21,2862
6580000,21,2798
6590000,21,2421
6600000,21,2854
6610000,21,2358
6620000,21,3242
6630000,21,2595
6640000,21,2411
6650000,21,3227
6660000,21,2741
6670000,21,3240
6680000,21,3120
6690000,21,5788
6700000,21,2464
6710000,21,2473
6720000,21,2396
6730000,21,2137
6740000,21,2778
6750000,21,3047
6760000,21,3688
6770000,21,2481
6780000,21,2950
6790000,21,2512
6800000,21,2632
6810000,21,3254
6820000,21,2363
6830000,21,2701
6840000,21,2489
6850000,21,2336
6860000,21,2483
6870000,21,2573
6880000,21,2507
6890000,21,2990
6900000,21,2398
6910000,21,2585
6920000,21,2689
6930000,21,2976
6940000,21,2389
6950000,21,2545
6960000,21,2503
6970000,21,2678
6980000,21,2547
6990000,21,3124
7000000,21,2372
